title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_year,genre_encoded,console_encoded,publisher_encoded
rayman 10th anniversary,Gba,Platform,Ubisoft,Ubisoft,7.3,0.02,0.01,0.0,0.0,0.0,2005.0,10,6,685
rainbow islands revolution,Ds,Platform,Codemasters,Taito Corporation,7.3,0.02,0.01,0.0,0.0,0.0,2006.0,10,4,118
steamworld dig 2,Ps4,Platform,Rising Star Games,Image & Form Games,7.3,0.02,0.01,0.0,0.0,0.0,2018.0,10,23,549
garfield's nightmare,Ds,Platform,Game Factory,Shin'En,7.3,0.02,0.01,0.0,0.0,0.0,2007.0,10,4,230
barnyard blast: swine of the night,Ds,Platform,Dsi Games,"Sanuk Software Co., Ltd.",7.3,0.02,0.02,0.0,0.0,0.0,2008.0,10,4,162
hatsukare * renai debut sengen!,Psp,Visual Novel,Furyu Corporation,Vridge Inc.,7.3,0.02,0.0,0.02,0.0,0.0,2013.0,19,25,221
geten no hana,Psp,Visual Novel,Tecmo Koei,Koei Tecmo Games,7.3,0.02,0.0,0.02,0.0,0.0,2013.0,19,25,644
moujuutsukai to oujisama: snow bride portable,Psp,Visual Novel,Idea Factory,Otomate,7.3,0.02,0.0,0.02,0.0,0.0,2012.0,19,25,298
collar x malice: unlimited,Psv,Visual Novel,Idea Factory,Idea Factory,7.3,0.02,0.0,0.02,0.0,0.0,2018.0,19,26,298
the three kingdoms love story ~ the art of otome!,Psv,Visual Novel,Prototype,Prototype,7.3,0.02,0.0,0.02,0.0,0.0,2016.0,19,26,519
otoko yukaku,Psv,Visual Novel,D3Publisher,D3 Publisher,7.3,0.02,0.0,0.02,0.0,0.0,2015.0,19,26,136
yahari game demo ore no seishun love-kome hamachi gatteiru,Psv,Visual Novel,5Pb,Mages. Inc.,7.3,0.02,0.0,0.02,0.0,0.0,2013.0,19,26,12
umineko no naku koro ni san: shinjitsu to gensou no yasoukyoku,Ps3,Visual Novel,Alchemist,Alchemist,7.3,0.02,0.0,0.02,0.0,0.0,2011.0,19,22,33
the liar princess and the blind prince,Ns,Platform,Nis America,Nippon Ichi Software,7.3,0.02,0.0,0.02,0.0,0.0,2019.0,10,15,463
runner3,Ns,Platform,Nicalis,Choice Provisions,7.5,0.02,0.02,0.0,0.0,0.0,2018.0,10,15,452
codename: kids next door: operation v.i.d.e.o.g.a.m.e.,Xb,Platform,Global Star Software,High Voltage Software,7.3,0.02,0.01,0.0,0.0,0.0,2005.0,10,36,252
gon: bakubakubakubaku adventure,3Ds,Platform,Namco Bandai Games,Bandai Namco Games,7.3,0.02,0.0,0.02,0.0,0.0,2012.0,10,2,437
kokoro connect: yochi random,Psp,Visual Novel,Namco Bandai Games,Banpresto,7.3,0.02,0.0,0.02,0.0,0.0,2012.0,19,25,437
konoyo no hate de koi o utau shoujo: yu-no,Psv,Visual Novel,5Pb,Mages,7.3,0.02,0.0,0.02,0.0,0.0,2017.0,19,26,12
steins;gate: darling of loving vows,Ps3,Visual Novel,5Pb,5Pb. Inc.,7.3,0.02,0.0,0.02,0.0,0.0,2012.0,19,22,12
higurashi no naku koro ni hou,Ns,Visual Novel,Entergram,07Th Expansion,7.3,0.02,0.0,0.02,0.0,0.0,2018.0,19,15,187
ozzy & drix,Gba,Platform,Midway Games,Raylight Studios,7.3,0.02,0.01,0.0,0.0,0.0,2003.0,10,6,413
rad rodgers,Xone,Platform,Thq Nordic,3D Realms,7.3,0.02,0.02,0.0,0.0,0.0,2018.0,10,38,658
spirits & spells,Gc,Platform,Dreamcatcher Interactive,Wanadoo,7.3,0.02,0.01,0.0,0.0,0.0,2003.0,10,8,161
runbow,3Ds,Platform,Nighthawk Interactive,13Am Games,7.3,0.02,0.02,0.0,0.0,0.0,2017.0,10,2,454
hoppie,Ds,Platform,Jack Of All Games,Jack Of All Games,7.3,0.02,0.02,0.0,0.0,0.0,2011.0,10,4,327
prehistorik man,Gba,Platform,Titus,Titus Software,7.3,0.02,0.01,0.0,0.01,0.0,2001.0,10,6,661
ruff trigger: the vanocore conspiracy,Ps2,Platform,Natsume,Playstos Entertainment,5.9,0.02,0.01,0.0,0.01,0.0,2006.0,10,21,438
malice,Ps2,Platform,Mud Duck Productions,Argonaut Games,7.3,0.02,0.01,0.0,0.01,0.0,2004.0,10,21,431
aoishiro,Ps2,Adventure,Success,Success,7.3,0.02,0.0,0.02,0.0,0.0,2008.0,2,21,613
zettai meikyuu grimm: nanatsu no kagi to rakuen no otome,Psp,Adventure,Karin Entertainment,Karin Entertainment,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,2,25,340
astraea no shiroki eien: white eternity,Psv,Adventure,Dramatic Create,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2016.0,2,26,160
sousei no onmyouji,Psv,Adventure,Namco Bandai Games,Namco Bandai Games,7.3,0.02,0.0,0.02,0.0,0.0,2017.0,2,26,437
seitokai no ichizon: ds-suru seitokai,Ds,Adventure,Kadokawa Shoten,Kadokawa Shoten,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,2,4,335
prism ark: awake,Ps2,Adventure,5Pb,Pencil,7.3,0.02,0.0,0.02,0.0,0.0,2008.0,2,21,12
revolution: 25th anniversary collection,Pc,Adventure,Koch Media,Revolution Software,7.3,0.02,0.0,0.0,0.02,0.0,2016.0,2,17,349
new game! the challenge stage!,Psv,Adventure,5Pb,5Pb. Inc.,7.3,0.02,0.0,0.02,0.0,0.0,2017.0,2,26,12
l.a. noire: the complete edition,X360,Adventure,Rockstar Games,Rockstar Leeds,7.3,0.02,0.0,0.0,0.02,0.0,2011.0,2,35,552
snow portable,Psp,Adventure,Prototype,Prototype,7.3,0.02,0.0,0.02,0.0,0.0,2007.0,2,25,519
broken sword: the sleeping dragon,Xb,Adventure,The Adventure Company,Revolution Software,7.3,0.02,0.01,0.0,0.0,0.0,2003.0,2,36,652
the testament of sherlock holmes,X360,Adventure,Focus Home Interactive,Frogwares,7.3,0.02,0.0,0.0,0.02,0.0,2012.0,2,35,207
miyako,Psp,Adventure,Idea Factory,Idea Factory,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,2,25,298
motto nuga-cel!,Psp,Adventure,Idea Factory,Lupinus,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,2,25,298
11eyes: crossover,Psp,Adventure,5Pb,Genterprise,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,2,25,12
kazoku keikaku,Psp,Adventure,Cyberfront,Cyberfront,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,2,25,133
agatha christie: death on the nile,Pc,Adventure,Dreamcatcher Interactive,Oberon Media,7.3,0.02,0.0,0.0,0.01,0.0,2008.0,2,17,161
moujuutsukai to oujisama,Ps2,Adventure,Idea Factory,Idea Factory,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,2,21,298
yoake yori ruriiro na portable,Psp,Adventure,Kadokawa Shoten,Kadokawa Shoten,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,2,25,335
pippa funnell: ranch rescue,Wii,Adventure,Ubisoft,Phoenix Interactive Entertainment,7.3,0.02,0.0,0.0,0.02,0.0,2007.0,2,31,685
air,Psp,Adventure,Prototype,Key,7.3,0.02,0.0,0.02,0.0,0.0,2007.0,2,25,519
hana to otome ni shukufuku o: harekaze no okurimono,Ps2,Adventure,Alchemist,Will,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,2,21,33
akai suna ochiru tsuki,Psv,Adventure,Dramatic Create,Dramatic Create,7.3,0.02,0.0,0.02,0.0,0.0,2016.0,2,26,160
vitamin x evolution plus,Psp,Adventure,D3 Publisher,Hunex,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,2,25,135
wall-e,Pc,Platform,Thq,Heavy Iron Studios,7.3,0.02,0.0,0.0,0.01,0.0,2008.0,10,17,657
cookie & cream,Ds,Platform,Agetec,From Software,7.3,0.02,0.01,0.0,0.0,0.0,2007.0,10,4,29
the incredibles: rise of the underminer,Pc,Platform,Thq,Heavy Iron Studios,6.7,0.02,0.01,0.0,0.0,0.0,2005.0,10,17,657
kao the kangaroo round 2,Gc,Platform,Atari,Tate Interactive,7.3,0.02,0.01,0.0,0.0,0.0,2006.0,10,8,68
ratchet & clank collection,Psv,Platform,Sony Computer Entertainment,Mass Media,7.3,0.02,0.0,0.0,0.01,0.0,2014.0,10,26,585
gummy bears magical medallion,Wii,Platform,Storm City Games,Storm City Games,7.3,0.02,0.01,0.0,0.0,0.0,2011.0,10,31,609
kao the kangaroo round 2,Ps2,Platform,Atari,Tate Interactive,7.3,0.02,0.01,0.0,0.01,0.0,2006.0,10,21,68
dragon tales: dragon adventures,Gba,Platform,Newkidco,Handheld Games,7.3,0.02,0.01,0.0,0.0,0.0,2004.0,10,6,450
toki no kizuna: hanayui tsuzuri,Psp,Visual Novel,Idea Factory,Otomate,7.3,0.02,0.0,0.02,0.0,0.0,2013.0,19,25,298
arcana famiglia: vascello phantasma no majutsushi,Psp,Visual Novel,Comfort,Hunex,7.3,0.02,0.0,0.02,0.0,0.0,2012.0,19,25,121
vitamin r,Psp,Visual Novel,D3Publisher,Rejet,7.3,0.02,0.0,0.02,0.0,0.0,2013.0,19,25,136
rad rodgers,Ps4,Platform,Thq Nordic,3D Realms,7.3,0.02,0.02,0.0,0.0,0.0,2018.0,10,23,658
"ed, edd n eddy: the mis-edventures",Xb,Platform,Midway Games,A2M,7.3,0.02,0.02,0.0,0.01,0.0,2005.0,10,36,413
peter pan in disney's return to never land,Ps,Platform,Sony Computer Entertainment,Doki Denki,7.3,0.02,0.01,0.0,0.01,0.0,2002.0,10,20,585
george of the jungle and the search for the secret,Wii,Platform,Crave Entertainment,Crave Entertainment,7.3,0.02,0.02,0.0,0.0,0.0,2008.0,10,31,128
blender bros.,Gba,Platform,Atari,Hudson,7.4,0.02,0.02,0.0,0.01,0.0,2002.0,10,6,68
meiji tokyo renka,Psp,Visual Novel,Broccoli,Hunex,7.3,0.02,0.0,0.02,0.0,0.0,2013.0,19,25,103
soukoku no kusabi: hiiro no kakera 3 ashita he no tobira,Psp,Visual Novel,Idea Factory,Idea Factory,7.3,0.02,0.0,0.02,0.0,0.0,2012.0,19,25,298
konoyo no hate de koi o utau shoujo: yu-no,Ps4,Visual Novel,5Pb,Mages,7.3,0.02,0.0,0.02,0.0,0.0,2017.0,19,23,12
psycho-pass: mandatory happiness,Xone,Visual Novel,5Pb,5Pb. Inc.,7.3,0.02,0.0,0.02,0.0,0.0,2015.0,19,38,12
shinken de watashi ni koi shinasai! r,Ps3,Visual Novel,Minato Station,Minato Station,7.3,0.02,0.0,0.02,0.0,0.0,2012.0,19,22,418
shiratsuyu no kai,Psp,Visual Novel,Idea Factory,Otomate,7.3,0.02,0.0,0.02,0.0,0.0,2013.0,19,25,298
jake hunter: round of revenge,3Ds,Visual Novel,Arc System Works,Workjam,7.3,0.02,0.0,0.02,0.0,0.0,2012.0,19,2,47
robotics;notes,X360,Visual Novel,5Pb,5Pb. Games,7.3,0.02,0.0,0.02,0.0,0.0,2012.0,19,35,12
ice age: dawn of the dinosaurs,Pc,Platform,Activision,Eurocom Entertainment Software,6.8,0.02,0.02,0.0,0.0,0.0,2009.0,10,17,23
kung fu panda,Pc,Platform,Activision,Beenox,7.3,0.02,0.0,0.0,0.02,0.0,2008.0,10,17,23
steal princess,Ds,Platform,Atlus,Climax Entertainment,7.3,0.02,0.02,0.0,0.0,0.0,2009.0,10,4,70
flipping death,Ps4,Platform,Rising Star,Zoink Games,7.3,0.02,0.02,0.0,0.0,0.0,2018.0,10,23,548
the liar princess and the blind prince,Ps4,Platform,Nis America,Nippon Ichi Software,7.3,0.02,0.0,0.02,0.0,0.0,2019.0,10,23,463
casper: spirit dimensions,Gc,Platform,Tdk Mediactive,Lucky Chicken Games,7.3,0.02,0.02,0.0,0.0,0.0,2002.0,10,8,635
kao challengers,Psp,Platform,Atari,Tate Interactive,7.3,0.02,0.02,0.0,0.0,0.0,2006.0,10,25,68
spider-man 3,Pc,Platform,Activision,Beenox,6.2,0.02,0.02,0.0,0.0,0.0,2007.0,10,17,23
"shounen onmyouji: tsubasa yoima, ten e kaere",Ps2,Adventure,Kadokawa Shoten,Vridge,7.3,0.02,0.0,0.02,0.0,0.0,2007.0,2,21,335
princess frontier portable,Psp,Adventure,Alchemist,Alchemist,7.3,0.02,0.0,0.02,0.0,0.0,2011.0,2,25,33
touch detective (jp sales),Ds,Adventure,Atlus,"Beeworks Co., Ltd.",7.3,0.02,0.0,0.02,0.0,0.0,2006.0,2,4,70
flowers: autumn story,Psv,Adventure,Prototype,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2016.0,2,26,519
saka agari hurricane portable,Psv,Adventure,Entergram,Alchemist,7.3,0.02,0.0,0.02,0.0,0.0,2017.0,2,26,187
uru: ages beyond myst,Pc,Adventure,Ubisoft,Cyan Worlds,7.3,0.02,0.0,0.0,0.02,0.0,2003.0,2,17,685
machi: unmei no kousaten,Psp,Adventure,Chunsoft,Chunsoft,7.3,0.02,0.0,0.02,0.0,0.0,2006.0,2,25,114
re:zero - kara hajimeru isekai seikatsu - death or kiss,Psv,Adventure,5Pb,Mages,7.3,0.02,0.0,0.02,0.0,0.0,2017.0,2,26,12
ga - geijutsuka art design class: slapstick wonder land,Psp,Adventure,Russel,Russel,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,2,25,558
planetarian: chiisana hoshi no yume,Psp,Adventure,Prototype,Key,7.3,0.02,0.0,0.02,0.0,0.0,2009.0,2,25,519
roommate asami: okusama wa joshikousei,Ps2,Adventure,Datam Polystar,Datam Polystar,7.3,0.02,0.0,0.02,0.0,0.0,2002.0,2,21,142
pirates: legend of the black buccaneer,Ps2,Adventure,Valcon Games,Widescreen Games,7.3,0.02,0.01,0.0,0.01,0.0,2006.0,2,21,694
amagoushi no yakata,Ps2,Adventure,Nippon Ichi Software,Fog (Full On Games),7.3,0.02,0.0,0.02,0.0,0.0,2007.0,2,21,461
ginga tetsudou 999 ds,Ds,Adventure,Culture Brain,Culture Brain,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,2,4,132
suzunone seven: rebirth knot,Ps2,Adventure,Alchemist,Alchemist,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,2,21,33
bakumatsu renka: karyuu kenshi-den,Ps2,Adventure,D3 Publisher,Vridge Inc.,7.3,0.02,0.0,0.02,0.0,0.0,2007.0,2,21,135
memories off: yubikiri no kioku,X360,Adventure,5Pb,5Pb. Games,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,2,35,12
minecraft: story mode - season two,Ns,Adventure,Telltale Games,Telltale Games,7.3,0.02,0.02,0.0,0.0,0.0,2018.0,2,15,646
otometeki koi kakumei * love revo!! ds,Ds,Adventure,Gungho,Gungho Works,7.3,0.02,0.0,0.02,0.0,0.0,2008.0,2,4,268
cross † channel,Psp,Adventure,Cyberfront,Cyberfront,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,2,25,133
zero no tsukaima: muma ga tsumugu yokaze no nocturne,Ps2,Adventure,Marvelous Interactive,Marvelous Interactive,7.3,0.02,0.0,0.02,0.0,0.0,2007.0,2,21,381
kiss bell,Psv,Adventure,Giga,Giga,7.3,0.02,0.0,0.02,0.0,0.0,2014.0,2,26,248
discworld ii: mortality bytes!,Ps,Adventure,Psygnosis,Perfect Entertainment,7.3,0.02,0.01,0.0,0.01,0.0,1997.0,2,20,520
clover no kuni no alice,Psp,Adventure,Quinrose,Quinrose,7.3,0.02,0.0,0.02,0.0,0.0,2011.0,2,25,523
the great ace attorney 1 & 2 special edition,3Ds,Adventure,Capcom,Capcom,7.3,0.02,0.0,0.02,0.0,0.0,2017.0,2,2,107
tsuyo kiss 2 gakki: swift love,Ps2,Adventure,Revolution (Japan),Revolution (Japan),7.3,0.02,0.0,0.02,0.0,0.0,2009.0,2,21,546
the book of unwritten tales 2,Wiiu,Adventure,Nordic Games,King Art Games,7.3,0.02,0.0,0.0,0.02,0.0,2016.0,2,32,467
grisaia no meikyuu: le labyrinthe de la grisaia,Psv,Adventure,Prototype,Prototype,7.3,0.02,0.0,0.02,0.0,0.0,2014.0,2,26,519
sarah: keeper of the unicorn,Ds,Adventure,Dreamcatcher Interactive,Tivola,7.3,0.02,0.01,0.0,0.0,0.0,2009.0,2,4,161
w.l.o. sekai renai kikousen,X360,Adventure,5Pb,Akabei Soft2,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,2,35,12
hiiro no kakera: omoi iro no kioku,Psv,Adventure,Idea Factory,Idea Factory,7.3,0.02,0.0,0.02,0.0,0.0,2017.0,2,26,298
gun gun pixies,Psv,Adventure,Compile Heart,Compile Heart,7.3,0.02,0.0,0.02,0.0,0.0,2017.0,2,26,124
shinkyoku soukai polyphonica,Ps2,Adventure,Prototype,Visual Arts,7.3,0.02,0.0,0.02,0.0,0.0,2007.0,2,21,519
full house kiss 2,Ps2,Adventure,Capcom,Tenky,7.3,0.02,0.0,0.02,0.0,0.0,2006.0,2,21,107
sengoku hime: senran ni mau otometachi,Ps2,Adventure,Yeti,Yeti,7.3,0.02,0.0,0.02,0.0,0.0,2009.0,2,21,732
sora no otoshimono forte: dreamy season,Ds,Adventure,Kadokawa Shoten,Kadokawa Shoten,7.3,0.02,0.0,0.02,0.0,0.0,2011.0,2,4,335
hiiro no kakera portable,Psp,Adventure,Idea Factory,Idea Factory,7.3,0.02,0.0,0.02,0.0,0.0,2008.0,2,25,298
marginal #4: idol of supernova,Psv,Adventure,Idea Factory,Idea Factory,7.3,0.02,0.0,0.02,0.0,0.0,2014.0,2,26,298
"nogizaka haruka no himitsu cosplay, hajime mashita",Ps2,Adventure,Ascii Media Works,Ascii Media Works,7.3,0.02,0.0,0.02,0.0,0.0,2008.0,2,21,59
memories off #5: encore,Ps2,Adventure,Cyberfront,Kid Corporation,7.3,0.02,0.0,0.02,0.0,0.0,2007.0,2,21,133
night wizard the video game: denial of the world,Ps2,Adventure,5Pb,5Pb. Games,7.3,0.02,0.0,0.02,0.0,0.0,2008.0,2,21,12
hitotsu tobashi renai v,Psv,Adventure,Kaga Create,Alchemist,7.3,0.02,0.0,0.02,0.0,0.0,2015.0,2,26,336
shin hisui no shizuku: hiiro no kakera 2 portable,Psp,Adventure,Idea Factory,Idea Factory,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,2,25,298
moe moe 2-ji taisen (ryoku) * deluxe,Psp,Adventure,System Soft,System Soft Alpha,7.3,0.02,0.0,0.02,0.0,0.0,2008.0,2,25,623
a vampyre story,Pc,Adventure,The Adventure Company,Autumn Moon Entertainment,7.3,0.02,0.0,0.0,0.01,0.0,2008.0,2,17,652
enkaku sousa: sana e no 23 hiai,Psp,Adventure,Sony Computer Entertainment,Media.Vision,7.3,0.02,0.0,0.02,0.0,0.0,2009.0,2,25,585
syberia ii,Pc,Adventure,The Adventure Company,Microids,7.5,0.02,0.0,0.0,0.01,0.0,2004.0,2,17,652
nil admirari no tenbin: kuroyuri en'youtan,Psv,Adventure,Idea Factory,Idea Factory,7.3,0.02,0.0,0.02,0.0,0.0,2017.0,2,26,298
accel world: kasoku no chouten,Ps3,Adventure,Namco Bandai Games,Bandai Namco Games,7.3,0.02,0.0,0.02,0.0,0.0,2013.0,2,22,437
harukanaru toki no naka de 6: gentou rondo,Psv,Adventure,Tecmo Koei,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2016.0,2,26,644
narcissus: moshimo ashita ga runara,Psp,Adventure,Kadokawa Shoten,Kadokawa Shoten,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,2,25,335
simple ds series vol. 42: the haioku byoutou,Ds,Adventure,D3 Publisher,Intense,7.3,0.02,0.0,0.02,0.0,0.0,2008.0,2,4,135
koisuru otome to shugo no tate portable,Psp,Adventure,Alchemist,Alchemist,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,2,25,33
shirogane x spirits!,Psv,Adventure,Technical Associates Inc,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2016.0,2,26,641
kono subarashii sekai ni shukufuku o! kono yokubukai game ni shinpan o!,Psv,Adventure,5Pb,5Pb. Inc.,7.3,0.02,0.0,0.02,0.0,0.0,2017.0,2,26,12
rewrite,Psv,Adventure,Prototype,Key,7.3,0.02,0.0,0.02,0.0,0.0,2014.0,2,26,519
so-ra-no-wo-to: otome no gojuusou,Psp,Adventure,Compile Heart,Compile Heart,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,2,25,124
frontlines: fuel of war,Pc,Shooter,Thq,Kaos Studios,7.3,0.02,0.0,0.0,0.02,0.0,2008.0,15,17,657
veggy world,Ds,Shooter,Jack Of All Games,Rhino Studios,7.3,0.02,0.02,0.0,0.0,0.0,2011.0,15,4,327
serious sam hd: gold edition,Pc,Shooter,Devolver Digital,Croteam,7.3,0.02,0.0,0.0,0.02,0.0,2010.0,15,17,148
shooter: starfighter sanvein,Ps,Shooter,A1 Games,Success,7.3,0.02,0.01,0.0,0.01,0.0,2001.0,15,20,18
terminator 3: the redemption,Gc,Shooter,Atari,Paradigm Entertainment,6.8,0.02,0.02,0.0,0.0,0.0,2004.0,15,8,68
unreal anthology,Pc,Shooter,Midway Games,Epic Games,7.3,0.02,0.0,0.0,0.02,0.0,2006.0,15,17,413
kill.switch,Gba,Shooter,"Destination Software, Inc",Visual Impact,7.5,0.02,0.02,0.0,0.01,0.0,2004.0,15,6,145
chicago enforcer,Xb,Shooter,Kemco,Touchdown Entertainment,7.3,0.02,0.02,0.0,0.0,0.0,2005.0,15,36,341
painkiller,Pc,Shooter,Dreamcatcher Interactive,People Can Fly,7.3,0.02,0.0,0.0,0.02,0.0,2004.0,15,17,161
hanayamata: yosakoi live,Psv,Adventure,Namco Bandai Games,Namco Bandai Games,7.3,0.02,0.0,0.02,0.0,0.0,2014.0,2,26,437
memories off 6: next relation,Ps2,Adventure,5Pb,5Pb. Games,7.3,0.02,0.0,0.02,0.0,0.0,2009.0,2,21,12
scared rider xechs,Ps2,Adventure,Red Entertainment,Red Entertainment,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,2,21,536
misshitsu no sacrifice,Psp,Adventure,D3 Publisher,Intense,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,2,25,135
ouran koukou host bu,Ps2,Adventure,Idea Factory,Idea Factory,7.3,0.02,0.0,0.02,0.0,0.0,2007.0,2,21,298
grisaia no kajitsu: side episode,Psv,Adventure,Prototype,Prototype,7.3,0.02,0.0,0.02,0.0,0.0,2017.0,2,26,519
wii de asobu: metroid prime,Wii,Shooter,Unknown,Retro Studios,7.3,0.02,0.0,0.02,0.0,0.0,2008.0,15,31,693
super stardust ultra vr,Ps4,Shooter,Sony Interactive Entertainment,D3T Ltd,7.3,0.02,0.0,0.0,0.02,0.0,2016.0,15,23,588
kamaitachi no yoru: rinne saisei,Psv,Adventure,5Pb,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2017.0,2,26,12
otome riron to sono shuuhen: bon voyage,Psv,Adventure,Dramatic Create,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2016.0,2,26,160
kimi ni todoke: sodateru omoi,Ds,Adventure,Banpresto,Namco Bandai Games,7.3,0.02,0.0,0.02,0.0,0.0,2009.0,2,4,81
dodonpachi dai-oujou: black label extra,X360,Shooter,5Pb,Cave,7.3,0.02,0.0,0.02,0.0,0.0,2009.0,15,35,12
swat 4,Pc,Shooter,Sierra Entertainment,Irrational Games,7.3,0.02,0.0,0.0,0.02,0.0,2005.0,15,17,571
battlefield 2: modern combat(jp sales),Ps2,Shooter,Electronic Arts,Digital Illusions,7.3,0.02,0.0,0.02,0.0,0.0,2005.0,15,21,178
post mortem,Pc,Adventure,The Adventure Company,Microids,7.3,0.02,0.0,0.0,0.01,0.0,2003.0,2,17,652
big buck hunter arcade,Ps4,Shooter,Gamemill Entertainment,Play Mechanix,7.3,0.02,0.02,0.0,0.0,0.0,2017.0,15,23,235
tom clancy's rainbow six: vegas 2,Pc,Shooter,Ubisoft,Ubisoft Montreal,7.3,0.02,0.0,0.0,0.02,0.0,2008.0,15,17,685
brothers in arms: hell's highway,Pc,Shooter,Ubisoft,Gearbox Software,6.0,0.02,0.0,0.0,0.02,0.0,2008.0,15,17,685
serious sam advance,Gba,Shooter,Global Star Software,Climax Group,7.3,0.02,0.02,0.0,0.01,0.0,2004.0,15,6,252
alien breed trilogy,X360,Shooter,Mastertronic,Team17 Software,7.3,0.02,0.0,0.0,0.02,0.0,2011.0,15,35,383
cold war,Xb,Shooter,Dreamcatcher Interactive,Mindware Studios,7.3,0.02,0.02,0.0,0.01,0.0,2005.0,15,36,161
total overdose: a gunslinger's tale in mexico,Xb,Shooter,Eidos Interactive,Deadline Games,7.3,0.02,0.02,0.0,0.01,0.0,2005.0,15,36,174
without warning,Xb,Shooter,Capcom,Circle Studio,7.3,0.02,0.01,0.0,0.0,0.0,2005.0,15,36,107
destiny 2: forsaken,Pc,Shooter,Activision,Bungie,7.3,0.02,0.0,0.0,0.02,0.0,2018.0,15,17,23
rogue trooper redux,Xone,Shooter,Rebellion,Ticktock Games,7.3,0.02,0.02,0.0,0.0,0.0,2017.0,15,38,532
cabela's big game hunter: pro hunts,Wiiu,Shooter,Activision,Cauldron,7.3,0.02,0.02,0.0,0.0,0.0,2014.0,15,32,23
battle engine aquila,Xb,Shooter,Atari,Lost Toys,7.3,0.02,0.01,0.0,0.0,0.0,2003.0,15,36,68
platypus,Psp,Shooter,Mumbo Jumbo,Squashy Software,7.3,0.02,0.02,0.0,0.0,0.0,2006.0,15,25,432
the haunted: hell's reach,Pc,Shooter,Visco,Valusoft,5.3,0.02,0.02,0.0,0.0,0.0,2011.0,15,17,710
robocop,Xb,Shooter,Titus,Titus Software,7.3,0.02,0.01,0.0,0.0,0.0,2003.0,15,36,661
fortnite,Pc,Action,Epic Games,Epic Games,7.3,0.02,0.0,0.0,0.02,0.0,2017.0,0,17,189
nights of azure 2,Psv,Action,Tecmo Koei,Gust,7.3,0.02,0.0,0.02,0.0,0.0,2017.0,0,26,644
shin sangoku musou online: souten ranbu,Ps3,Action,Tecmo Koei,Tecmo Koei Games,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,0,22,644
dragon booster,Ds,Shooter,Konami,Konami Computer Entertainment Hawaii,7.3,0.02,0.02,0.0,0.0,0.0,2005.0,15,4,353
dead to rights,Gba,Shooter,Namco,Torus Games,3.6,0.02,0.01,0.0,0.0,0.0,2004.0,15,6,435
airforce delta storm,Gba,Shooter,Konami,Konami,7.5,0.02,0.02,0.0,0.01,0.0,2002.0,15,6,353
cocoto magic circus,Wii,Shooter,Conspiracy Entertainment,Neko Entertainment,7.3,0.02,0.02,0.0,0.0,0.0,2008.0,15,31,125
sd gundam force,Gba,Shooter,Bandai,Tom Create,7.3,0.02,0.01,0.0,0.0,0.0,2004.0,15,6,78
heavy fire: the chosen few 3d,3Ds,Shooter,Mastiff,Mastiff,7.3,0.02,0.02,0.0,0.0,0.0,2011.0,15,2,384
strike witches: shirogane no tsubasa,Psp,Shooter,Kadokawa Shoten,Kadokawa Games,7.3,0.02,0.0,0.02,0.0,0.0,2012.0,15,25,335
chili con carnage,Psp,Shooter,Eidos Interactive,Deadline Games,7.3,0.02,0.0,0.0,0.02,0.01,2007.0,15,25,174
raycrisis: series termination,Ps,Shooter,Working Designs,Taito Corporation,7.3,0.02,0.01,0.0,0.01,0.0,2000.0,15,20,726
serious sam hd: the first and second encounters,X360,Shooter,Mastertronic,Croteam,7.3,0.02,0.0,0.0,0.02,0.0,2011.0,15,35,383
sniper elite v2,Wiiu,Shooter,505 Games,Rebellion Developments,7.0,0.02,0.0,0.0,0.02,0.0,2013.0,15,32,11
